@RELATION unknow
@ATTRIBUTE a1 integer [27, 126]
@ATTRIBUTE a2 integer [-4821, 5075]
@ATTRIBUTE a3 integer [21, 149]
@ATTRIBUTE a4 integer [-3939, 3830]
@ATTRIBUTE a5 integer [-188, 436]
@ATTRIBUTE a6 integer [-13839, 13148]
@ATTRIBUTE a7 integer [-48, 105]
@ATTRIBUTE a8 integer [-353, 270]
@ATTRIBUTE a9 integer [-356, 266]
@ATTRIBUTE class {1,2,3,4,5,6,7}
@DATA
46, 1, 76, -1, 46, 0, 30, 30, 0, 1
37, 0, 90, 2, 26, 0, 53, 64, 12, 1
39, -3, 77, -1, 38, -2, 37, 38, 0, 1
37, 0, 76, 0, 18, -11, 40, 58, 18, 1
82, 0, 87, 2, -40, 7, 5, 128, 124, 5
41, 1, 86, 0, 42, 9, 45, 44, 0, 1
37, 0, 77, 2, -18, 0, 41, 96, 54, 1
46, 0, 79, 1, 46, 0, 33, 33, 0, 1
37, -85, 77, 0, 20, 0, 40, 57, 16, 3
45, -1, 77, 0, 46, 8, 32, 31, 0, 1
55, 1, 78, 0, 44, -1, 23, 34, 12, 4
51, -4, 81, 0, 52, 15, 30, 30, 0, 1
37, 1, 81, 8, 24, 0, 43, 57, 14, 1
37, 0, 83, 3, -2, 0, 46, 85, 40, 1
37, 0, 83, 0, 2, -16, 46, 81, 34, 1
42, 0, 102, 0, 42, 0, 60, 60, 0, 1
56, 0, 77, 0, -2, 28, 21, 79, 58, 4
41, -1, 78, 0, 42, 4, 37, 37, 0, 1
55, -2, 77, 0, 16, 0, 22, 62, 40, 4
55, 0, 77, 0, 38, 18, 22, 39, 16, 4
37, 0, 77, -4, 28, -20, 40, 48, 8, 1
55, 0, 77, 0, 20, 0, 22, 57, 34, 4
37, -1, 83, -3, 26, -37, 46, 57, 12, 1
45, 2, 76, 1, 44, 0, 31, 32, 2, 1
38, -5, 110, 0, 38, 0, 72, 71, 0, 1
56, 0, 79, 0, 56, 4, 22, 22, 0, 1
56, 0, 91, 0, 0, -15, 35, 91, 56, 4
37, -3, 76, 0, 38, 6, 38, 37, 0, 1
37, 0, 78, 0, 24, -26, 41, 55, 14, 1
80, 0, 85, 5, -40, 8, 5, 126, 122, 5
56, 0, 95, 0, 50, -4, 40, 46, 6, 4
55, 0, 78, 0, 24, -26, 23, 55, 32, 4
43, 1, 75, -3, 42, 0, 32, 34, 2, 1
47, -2, 77, -7, 46, 0, 31, 31, 0, 1
56, 0, 77, 0, 16, -3, 22, 62, 40, 4
46, 2, 84, 0, 46, 18, 38, 37, 0, 1
37, 1, 75, 0, 18, -7, 38, 57, 18, 1
37, 0, 86, 0, 36, -3, 48, 50, 2, 1
37, 0, 75, 0, 30, 27, 38, 44, 6, 1
49, -1, 81, 0, 46, -20, 33, 35, 2, 1
45, -1, 93, 0, 46, 13, 48, 47, 0, 1
41, 0, 77, 0, 38, -22, 36, 39, 2, 1
37, 0, 105, 0, 34, 11, 68, 71, 4, 1
55, 0, 96, 0, 50, -4, 41, 47, 6, 4
106, 4, 107, 2, 70, 0, 1, 37, 36, 5
37, 0, 98, 0, 28, -6, 61, 70, 8, 1
37, -4, 99, 0, 28, 0, 62, 71, 8, 1
53, 0, 83, 8, 54, 12, 30, 29, 0, 1
107, -1, 108, -1, 72, 16, 1, 36, 34, 5
42, 3, 96, 0, 42, 0, 54, 55, 2, 1
41, -1, 86, 0, 42, 18, 46, 45, 0, 1
42, 0, 78, 0, 42, 0, 36, 37, 0, 1
37, 0, 94, 0, 8, -7, 57, 86, 30, 1
41, 3, 78, 0, 38, -10, 37, 39, 2, 1
84, 0, 88, -2, 6, -6, 5, 83, 78, 5
37, 0, 79, 0, 36, -9, 41, 43, 2, 1
37, 0, 81, 0, 28, -7, 45, 53, 8, 1
47, 1, 79, 0, 46, 0, 32, 33, 0, 1
37, 0, 97, 1, 30, 0, 60, 66, 6, 1
44, 0, 88, 0, 44, 12, 44, 44, 0, 1
48, -3, 100, 0, 46, -1, 52, 54, 2, 1
45, 0, 81, 0, 46, 4, 36, 35, 0, 1
51, 0, 102, 0, 52, 12, 51, 50, 0, 1
46, -49, 77, 0, -2, 0, 31, 79, 48, 3
44, 1, 80, 0, 44, 17, 36, 36, 0, 1
104, 0, 105, 0, 72, 11, 1, 33, 32, 5
37, 0, 83, -1, 10, 0, 46, 72, 26, 1
49, 2, 84, 0, 50, 10, 35, 35, 0, 1
37, 0, 104, 0, 34, 5, 67, 71, 4, 1
45, 0, 106, -4, 44, 0, 61, 62, 2, 1
37, 0, 78, 0, 12, -14, 41, 65, 24, 1
44, 2, 83, 0, 44, 0, 39, 39, 0, 1
49, 0, 81, 0, 50, 14, 33, 32, 0, 1
55, 0, 78, -3, 8, -8, 23, 70, 48, 4
37, 0, 104, 0, 20, -14, 67, 84, 16, 1
45, 0, 82, 4, 44, -17, 37, 38, 2, 1
37, 0, 78, 0, 16, 24, 41, 63, 22, 1
41, 0, 89, 0, 42, 20, 48, 48, 0, 1
56, 5, 79, 0, 6, 0, 23, 74, 50, 4
52, 0, 86, -4, 52, 0, 33, 34, 0, 1
40, 0, 86, 0, 42, 31, 46, 45, 0, 1
53, 4, 79, 0, 42, 0, 25, 37, 12, 4
45, 0, 84, 1, 44, 0, 39, 40, 2, 1
37, 0, 79, 0, 18, -26, 43, 61, 18, 1
81, 0, 84, 2, -14, 0, 4, 100, 96, 5
49, 3, 87, 0, 46, -6, 38, 41, 2, 1
37, 0, 79, 0, 34, 6, 43, 46, 2, 1
37, 0, 78, -7, -6, 0, 41, 86, 44, 1
45, 2, 93, -3, 44, 0, 48, 49, 0, 1
42, -4, 108, 0, 42, 0, 66, 66, 0, 1
56, 0, 86, 4, 54, -24, 31, 32, 2, 1
44, 0, 81, -2, 44, 9, 37, 37, 0, 1
37, 0, 81, 0, 28, 13, 44, 52, 8, 1
44, 0, 83, 0, 44, 17, 39, 39, 0, 1
37, -3, 81, 0, 36, -2, 44, 44, 0, 1
37, 0, 97, 0, 28, -16, 60, 69, 8, 1
43, -3, 79, 0, 42, -16, 35, 37, 2, 1
123, 275, 105, 0, 36, -2, -18, 69, 86, 5
37, 4, 78, -1, 16, 0, 41, 63, 22, 1
55, 0, 93, 0, 38, -8, 37, 54, 16, 4
46, 0, 89, -1, 46, 4, 43, 42, 0, 1
56, 0, 87, 0, 56, 17, 31, 30, 0, 1
38, 1, 76, 0, 38, 7, 38, 37, 0, 1
43, 0, 81, 0, 44, 26, 38, 37, 0, 1
55, 0, 77, 0, 16, 23, 22, 62, 40, 4
56, -5, 98, 0, 44, -1, 42, 54, 12, 4
37, 0, 77, 4, -10, 0, 41, 88, 46, 1
37, 0, 93, 5, 28, 2, 56, 65, 8, 1
53, 1, 78, 0, 52, -2, 25, 26, 2, 1
45, 0, 83, 0, 46, 10, 37, 36, 0, 1
46, 3, 84, -5, 46, 8, 39, 38, 0, 1
44, 0, 78, 0, 44, 4, 34, 34, 0, 1
81, 5, 84, 0, -20, 0, 4, 105, 102, 5
55, -1, 99, 3, 46, 0, 43, 52, 8, 4
56, 0, 97, 0, 44, -22, 41, 53, 12, 4
37, -1, 106, 0, 34, 1, 69, 72, 4, 1
56, 0, 77, 0, 20, 6, 22, 57, 36, 4
37, 0, 77, -5, 16, 0, 40, 62, 22, 1
53, 0, 83, 0, 52, -21, 30, 32, 2, 1
37, 0, 77, -2, 34, -898, 41, 44, 2, 1
84, 9, 89, 0, 6, -9, 5, 84, 78, 5
80, 0, 84, 1, -28, 0, 4, 112, 108, 5
45, 3, 86, 1, 44, 0, 42, 42, 0, 1
45, 2, 80, 5, 44, 0, 35, 36, 0, 1
43, 0, 83, 1, 44, 25, 40, 39, 0, 1
37, 0, 94, 0, 8, -9, 57, 86, 30, 1
107, 0, 108, 7, 70, 0, 1, 38, 36, 5
45, 1, 76, -3, 44, 0, 31, 32, 0, 1
43, 0, 77, 0, 42, -14, 34, 35, 2, 1
37, 0, 76, -2, 26, 0, 39, 50, 12, 1
46, 0, 86, 3, 46, 1, 40, 39, 0, 1
37, 0, 79, 4, 10, -10, 42, 69, 26, 1
49, -1, 79, 0, 46, -11, 31, 33, 2, 1
37, 0, 81, -2, 36, -17, 43, 44, 2, 1
57, 0, 86, 1, 56, 0, 29, 29, 0, 1
37, 0, 81, 0, 26, -4, 44, 55, 10, 1
41, 1, 88, -3, 38, 0, 48, 50, 2, 1
44, 0, 83, 0, 42, -14, 40, 42, 2, 1
56, 0, 77, 1, 16, 0, 22, 62, 40, 4
50, 2, 107, 0, 50, 0, 56, 58, 2, 1
45, 0, 88, -1, 44, -1, 44, 44, 0, 1
41, 2, 76, 0, 42, 11, 34, 34, 0, 1
38, -2, 92, 0, 24, -11, 54, 69, 14, 1
55, 0, 96, 0, 42, -18, 41, 55, 14, 4
37, 0, 78, 0, 30, 5, 41, 47, 6, 1
56, -3, 96, 0, 54, 29, 40, 42, 2, 1
41, 0, 83, 3, 42, 27, 42, 42, 0, 1
44, 0, 86, 0, 42, -25, 42, 44, 2, 1
52, 0, 86, 0, 52, -3, 33, 34, 0, 1
56, -4, 97, 0, 42, -3, 41, 55, 14, 4
37, -7, 77, 0, 20, 0, 40, 56, 16, 1
44, 3, 81, 0, 44, 15, 37, 37, 0, 1
40, 5, 106, 0, 38, 0, 65, 67, 2, 1
43, -2, 89, 0, 42, 0, 46, 48, 2, 1
37, 0, 76, 0, 36, -14, 39, 40, 2, 1
37, 0, 76, 0, 30, -30, 39, 45, 6, 1
45, 1, 81, -5, 44, 0, 36, 37, 0, 1
45, 0, 82, -38, 44, 0, 37, 38, 0, 1
51, 1, 78, 0, 50, 0, 27, 29, 2, 1
51, 0, 83, 0, 50, -3, 32, 34, 2, 1
56, 0, 81, 0, -2, -8, 25, 83, 58, 4
37, 0, 77, 0, 30, 22, 40, 46, 6, 1
37, 0, 78, 0, 18, 16, 41, 60, 18, 1
37, 0, 76, 0, 20, 16, 40, 55, 16, 1
54, -4, 86, 0, 54, 0, 32, 32, 0, 1
51, 0, 86, -7, 52, 0, 35, 35, 0, 1
46, 1, 81, 1, 46, 15, 35, 35, 0, 1
37, 0, 106, -1, 34, -2, 69, 72, 4, 1
37, -1, 79, 0, 36, -1, 42, 43, 0, 1
37, 0, 95, 0, 20, -17, 58, 75, 16, 1
81, 1, 86, 0, -40, 5, 4, 127, 122, 5
49, 0, 86, 0, 50, 78, 37, 37, 0, 1
44, 0, 86, 0, 42, -17, 43, 45, 2, 1
63, 0, 111, 8, 62, 0, 48, 49, 2, 1
46, 0, 78, 0, 46, 1, 32, 32, 0, 1
56, -1, 81, 0, 54, -16, 25, 26, 2, 1
42, 4, 77, 0, 42, 0, 35, 36, 2, 1
41, -2, 84, 0, 42, 10, 43, 43, 0, 1
56, 3, 80, 0, -4, 9, 24, 85, 62, 4
46, 0, 93, 0, 44, -24, 48, 50, 2, 1
37, 0, 81, 4, 8, 0, 44, 73, 28, 1
37, 0, 82, 0, 34, -20, 45, 48, 4, 1
37, 0, 79, 0, 10, -22, 43, 69, 26, 1
44, 5, 80, 0, 44, 1, 36, 36, 0, 1
37, 0, 80, 0, 18, 7, 43, 62, 18, 1
45, 0, 77, 3, 44, 0, 32, 33, 2, 1
46, 2, 88, 0, 46, 14, 42, 41, 0, 1
43, 0, 86, -8, 44, 15, 42, 42, 0, 1
50, 1, 78, -3, 50, 0, 28, 29, 2, 1
80, 3, 84, 0, -42, 0, 4, 128, 124, 5
51, 0, 78, 0, 52, 5, 27, 26, 0, 1
51, 4, 83, 0, 50, -12, 31, 33, 2, 1
49, 0, 95, 6, 50, 15, 47, 46, 0, 1
56, 0, 86, 0, 56, 19, 31, 30, 0, 1
55, 0, 95, 0, 52, -12, 40, 44, 4, 4
44, 2, 81, 0, 44, 8, 37, 37, 0, 1
54, 0, 84, 3, 54, 0, 31, 30, 0, 1
56, 0, 98, 0, 50, -3, 42, 49, 8, 4
37, 0, 77, 0, 8, -30, 41, 70, 28, 1
52, -1, 86, 0, 52, 0, 34, 35, 0, 1
37, 0, 97, 0, 36, -3, 60, 61, 2, 1
43, 0, 83, 0, 42, -1, 40, 42, 2, 1
45, 0, 76, 0, 44, -11, 31, 32, 2, 1
53, 4, 84, 0, 52, -16, 32, 33, 2, 1
43, 0, 85, 1, 42, -1, 42, 44, 2, 1
51, 0, 86, 0, 50, -17, 35, 37, 2, 1
51, 0, 81, 3, 50, -16, 30, 32, 2, 1
47, 2, 90, 0, 46, 0, 43, 43, 0, 1
55, 0, 97, 0, 50, 0, 41, 48, 6, 4
56, -1, 95, 0, 46, 2, 40, 49, 10, 4
49, 1, 83, 0, 50, 1, 33, 33, 0, 1
37, -1, 77, 6, -2, 0, 39, 79, 40, 1
49, -5, 80, 0, 50, 3, 31, 31, 0, 1
55, 0, 79, 0, 12, 11, 23, 66, 42, 4
46, 1, 82, 0, 46, 15, 36, 35, 0, 1
37, 0, 93, 0, 30, 3, 56, 62, 6, 1
39, 1, 85, -7, 38, 0, 46, 46, 0, 1
37, 0, 102, 0, 28, 0, 65, 73, 8, 1
56, 0, 96, 0, 54, 13, 40, 42, 2, 1
49, -1, 80, 0, 50, 0, 31, 31, 0, 1
55, 0, 95, 1, 42, 0, 40, 54, 14, 4
62, -1, 108, 1, 60, 0, 46, 49, 2, 1
51, -1, 79, 0, 50, -7, 28, 30, 2, 1
44, -2, 83, 4, 44, 0, 38, 39, 0, 1
37, 0, 78, 0, 20, -12, 41, 57, 16, 1
85, 0, 88, -7, 0, 0, 3, 88, 84, 5
55, 0, 77, 0, -24, -8, 21, 103, 82, 4
49, 2, 78, 0, 50, 22, 29, 29, 0, 1
37, 0, 106, 3, 30, 0, 69, 75, 6, 1
41, 0, 100, 0, 38, -7, 59, 61, 2, 1
37, 0, 83, 0, 34, -7, 46, 49, 2, 1
56, 0, 94, 4, 50, 0, 38, 45, 6, 4
37, 0, 76, -3, 20, -6, 40, 55, 16, 1
42, 0, 79, 5, 42, 0, 37, 38, 2, 1
42, 0, 77, -12, 42, 0, 35, 36, 2, 1
37, 0, 81, 0, 24, -30, 45, 58, 14, 1
55, 0, 97, -6, 42, 0, 42, 56, 14, 4
53, -5, 83, 0, 52, -29, 30, 32, 2, 1
51, 0, 88, 0, 50, -22, 36, 39, 2, 1
50, -1, 90, 2, 50, 0, 39, 41, 2, 1
37, 5, 104, 0, 18, 15, 66, 86, 20, 1
37, 0, 76, 0, 18, 6, 39, 58, 18, 1
41, 0, 79, 8, 38, -18, 38, 40, 2, 1
49, 0, 106, -3, 46, -21, 57, 59, 2, 1
37, 0, 80, 0, 16, -3, 43, 65, 22, 1
37, 0, 108, 0, 34, -20, 71, 75, 4, 1
37, 1, 97, 0, 30, -8, 60, 66, 6, 1
37, 0, 78, 0, 18, 19, 41, 60, 18, 1
55, -1, 77, -5, 24, -10, 22, 54, 32, 4
42, -5, 77, 0, 42, 0, 35, 36, 2, 1
56, 3, 97, 0, 50, -17, 41, 48, 6, 4
55, 0, 95, 0, 46, 1, 40, 49, 8, 4
37, 0, 96, 0, 34, 15, 59, 62, 4, 1
56, 0, 85, 0, 56, 4, 29, 28, 0, 1
37, -1, 76, 0, 38, 23, 38, 37, 0, 1
48, -2, 87, 0, 50, 29, 39, 38, 0, 1
37, 0, 81, -7, 30, 0, 45, 50, 6, 1
42, 5, 79, 6, 42, 0, 36, 37, 2, 1
56, 0, 81, 0, -6, -27, 25, 88, 64, 4
38, 1, 105, 0, 38, 22, 67, 66, 0, 1
46, 4, 76, 8, 46, 14, 30, 30, 0, 1
84, 0, 88, 0, 0, 18, 3, 88, 84, 5
102, -1, 104, 0, 72, 12, 1, 31, 30, 5
79, 0, 83, 0, -28, 21, 4, 112, 108, 5
56, 2, 81, 0, -22, -5, 25, 105, 80, 4
47, 2, 90, 0, 46, 0, 44, 44, 0, 1
53, -1, 86, 0, 54, 3, 33, 32, 0, 1
45, 0, 88, -2, 46, 22, 42, 41, 0, 1
48, 0, 87, 0, 50, 27, 39, 38, 0, 1
45, 0, 81, 0, 46, 17, 35, 34, 0, 1
102, -1, 104, 0, 70, 0, 1, 34, 32, 5
55, 0, 77, 0, 0, 3, 22, 77, 56, 4
49, 1, 81, 0, 50, 12, 33, 32, 0, 1
37, 3, 75, 0, 28, 0, 38, 46, 8, 1
55, 0, 95, -6, 38, 0, 40, 57, 16, 4
37, 0, 97, 0, 34, -27, 59, 63, 4, 1
37, 0, 75, 0, 36, 2, 37, 39, 2, 1
56, 0, 95, 0, 52, 3, 40, 44, 4, 4
42, 3, 78, -7, 42, 0, 36, 37, 2, 1
49, -2, 88, 0, 50, 3, 40, 39, 0, 1
46, 0, 89, 2, 46, 0, 43, 42, 0, 1
37, -1, 76, -4, 30, -7, 40, 45, 6, 1
55, -4, 96, 0, 54, 0, 41, 42, 2, 1
39, 0, 79, -2, 38, 0, 40, 41, 0, 1
53, 0, 82, 0, 54, 19, 29, 28, 0, 1
49, 5, 78, 0, 46, -1, 29, 32, 2, 1
49, -1, 88, 0, 50, 7, 39, 39, 0, 1
80, -1, 84, -6, -36, 0, 4, 120, 116, 5
49, 2, 82, 0, 50, 5, 33, 33, 0, 1
46, 0, 86, 4, 46, 0, 41, 40, 0, 1
55, 1, 73, -10, -2, 9, 18, 76, 58, 4
37, 0, 103, 0, 34, 22, 66, 69, 4, 1
56, 4, 96, -3, 52, 0, 40, 44, 4, 4
56, 0, 95, 0, 52, -1, 40, 44, 4, 4
56, 2, 98, 0, 50, -29, 42, 49, 6, 4
42, 0, 80, -1, 42, -2, 38, 39, 0, 1
56, 0, 81, -2, -12, -8, 25, 94, 68, 4
37, 0, 108, -3, 30, 0, 71, 77, 6, 1
55, 0, 93, 3, 20, -8, 37, 72, 34, 4
41, 3, 75, 0, 38, 0, 34, 36, 2, 1
79, 0, 83, 0, -30, -8, 4, 114, 110, 5
38, 2, 77, 0, 38, 8, 40, 39, 0, 1
37, 0, 80, -1, 12, -3, 43, 67, 24, 1
55, 0, 79, 0, 10, 8, 23, 68, 46, 4
49, 0, 83, 0, 50, 6, 34, 33, 0, 1
49, 0, 87, 0, 46, 0, 38, 41, 2, 1
56, 0, 79, 0, 16, 16, 23, 63, 40, 4
55, -3, 78, 1, 24, 0, 23, 55, 32, 4
56, 0, 78, 0, 10, 6, 22, 68, 46, 4
51, 0, 89, 3, 52, 0, 38, 37, 0, 1
42, 1, 77, 6, 42, 0, 35, 36, 0, 1
49, 0, 85, 0, 46, -30, 36, 39, 2, 1
37, -1, 106, -4, 36, -6, 69, 69, 0, 1
41, 0, 82, 0, 38, -16, 41, 43, 2, 1
103, 4, 104, 8, 70, 0, 1, 35, 34, 5
37, 0, 76, 0, 34, -11, 40, 43, 2, 1
53, 0, 82, 0, 54, 31, 29, 28, 0, 1
37, 0, 79, 0, 30, 17, 42, 48, 6, 1
51, 1, 83, 0, 50, -6, 32, 33, 2, 1
43, 0, 80, 0, 44, 21, 37, 36, 0, 1
41, 0, 78, 0, 38, -3, 37, 39, 2, 1
37, 0, 75, -1, 28, 0, 38, 46, 8, 1
47, 0, 86, 1, 46, 0, 39, 39, 0, 1
37, 2, 104, 0, 24, 1, 66, 80, 14, 1
37, 0, 77, 0, 18, -1, 40, 59, 18, 1
37, 0, 97, 0, 30, -19, 60, 66, 6, 1
39, 0, 94, 4, 38, 0, 55, 55, 0, 1
50, 0, 86, -2, 50, 0, 36, 37, 0, 1
55, 0, 76, 3, -22, 0, 21, 99, 78, 4
82, -5, 87, 0, -40, 0, 5, 128, 124, 5
51, 0, 86, -4, 50, -8, 36, 37, 2, 1
44, 1, 86, 4, 44, 0, 42, 42, 0, 1
45, 0, 77, 0, 46, 18, 31, 30, 0, 1
47, 2, 83, 0, 46, 0, 36, 37, 0, 1
37, 0, 78, 0, 20, -2, 41, 57, 16, 1
44, 0, 77, 0, 44, 19, 33, 33, 0, 1
55, 0, 77, 0, 38, -3, 22, 39, 16, 4
37, 0, 75, -2, 30, -5, 38, 44, 6, 1
56, -1, 81, 2, 54, -11, 25, 26, 2, 1
37, 0, 90, 67, 6, 0, 53, 85, 32, 1
37, 0, 82, 0, 36, 19, 45, 46, 2, 1
37, 4, 104, 0, 24, 0, 66, 80, 14, 1
44, 3, 83, 0, 44, 0, 39, 39, 0, 1
50, 2, 81, -1, 50, 0, 31, 32, 0, 1
43, 0, 78, 0, 42, -21, 35, 37, 2, 1
44, 0, 83, -2, 44, 2, 39, 39, 0, 1
37, -3, 77, 0, 36, -28, 39, 41, 2, 1
48, 3, 83, 6, 46, 0, 35, 37, 2, 1
45, 0, 83, 0, 44, -3, 37, 39, 2, 1
79, -1, 83, -2, -40, 3, 4, 124, 120, 5
41, 0, 79, -5, 42, 27, 38, 37, 0, 1
43, 0, 86, 5, 42, 0, 43, 45, 2, 1
44, 5, 87, -3, 44, 3, 43, 43, 0, 1
48, 0, 82, 2, 46, 0, 34, 35, 2, 1
55, -1, 98, -2, 46, -3, 42, 51, 8, 4
101, 0, 102, 0, 72, 4, 1, 29, 28, 5
56, -2, 78, -6, 42, -22, 22, 37, 14, 4
44, 1, 82, 0, 42, -14, 38, 41, 2, 1
53, 0, 86, 0, 54, -1, 32, 32, 0, 1
56, -5, 99, 0, 46, 0, 43, 52, 10, 4
37, 0, 81, 5, 24, 0, 44, 58, 14, 1
38, 0, 96, 0, 36, -24, 58, 60, 2, 1
37, 0, 78, 3, 16, 0, 41, 63, 22, 1
56, 0, 77, 0, 46, 3, 22, 31, 10, 4
47, -5, 108, 0, 46, 0, 62, 62, 0, 1
46, 4, 76, -4, 46, 0, 29, 29, 0, 1
46, 2, 77, 0, 46, 14, 32, 31, 0, 1
44, 4, 79, 0, 44, 11, 35, 35, 0, 1
51, 0, 86, 0, 52, 27, 36, 35, 0, 1
37, 0, 95, 0, 24, 0, 58, 72, 14, 1
49, 1, 82, 0, 50, 8, 33, 33, 0, 1
40, 0, 77, 2, 38, 0, 37, 38, 2, 1
55, 0, 93, 0, 6, 0, 38, 88, 50, 4
55, 0, 95, -1, 54, 0, 40, 41, 2, 1
37, 0, 84, 0, 20, 13, 47, 63, 16, 1
47, 4, 78, 2, 46, 0, 31, 32, 0, 1
37, 0, 102, -3, 36, 0, 64, 66, 2, 1
50, 2, 86, 0, 50, 0, 36, 37, 0, 1
53, -1, 82, 0, 54, 5, 29, 28, 0, 1
42, 0, 77, -2, 42, -4, 35, 36, 0, 1
41, 0, 88, -2, 42, 19, 48, 47, 0, 1
55, 4, 93, 0, 52, 0, 38, 42, 4, 4
56, 0, 76, 0, -14, -3, 20, 92, 72, 4
45, 0, 83, -2, 44, -13, 37, 39, 2, 1
45, 0, 88, 0, 44, -29, 42, 44, 2, 1
56, 0, 95, -2, 56, 11, 40, 39, 0, 1
37, -1, 76, -3, 36, -6, 39, 39, 0, 1
37, 0, 81, 0, 10, 19, 44, 70, 26, 1
37, 2, 79, 0, 0, 0, 41, 79, 38, 1
43, -1, 76, 0, 42, -19, 33, 35, 2, 1
49, 4, 87, 0, 46, -4, 38, 41, 2, 1
37, 0, 77, -2, 38, 20, 39, 38, 0, 1
74, 3, 79, 7, -42, 0, 4, 123, 118, 5
50, 2, 87, 0, 50, 0, 37, 38, 2, 1
79, 0, 83, 0, -28, 27, 4, 112, 108, 5
42, 0, 85, -5, 42, 0, 43, 44, 2, 1
55, 0, 81, 0, -4, 3, 25, 86, 60, 4
39, -4, 79, 0, 38, 0, 39, 40, 0, 1
55, 0, 71, -10, 0, 0, 16, 71, 56, 4
106, -3, 107, -5, 72, 0, 1, 35, 34, 5
53, 0, 85, 0, 52, -12, 32, 33, 2, 1
46, 0, 83, 0, 46, 2, 37, 37, 0, 1
49, 5, 87, 0, 50, 30, 38, 38, 0, 1
78, 1, 82, 1, -40, 7, 4, 123, 120, 5
42, 0, 77, -6, 42, 0, 35, 35, 0, 1
47, 0, 86, -1, 46, -2, 38, 39, 0, 1
56, 0, 77, 0, 18, 2, 22, 59, 38, 4
44, -16, 88, 0, 44, 0, 44, 44, 0, 1
44, 0, 77, 0, 42, -22, 34, 36, 2, 1
56, 4, 99, 0, 38, 0, 42, 60, 18, 4
44, -2, 79, -5, 44, 8, 36, 35, 0, 1
49, -1, 111, 0, 46, -23, 62, 64, 2, 1
37, 1, 76, 0, 30, 0, 39, 45, 6, 1
40, -3, 79, 0, 38, 0, 39, 40, 2, 1
56, 0, 92, 0, 56, 5, 35, 35, 0, 1
37, -5, 109, 0, 36, -21, 72, 73, 2, 1
43, 0, 77, 5, 42, -1, 34, 35, 2, 1
37, 0, 80, 6, 8, 0, 43, 72, 28, 1
55, 1, 87, 1, 54, 0, 32, 33, 2, 1
41, 4, 88, 0, 42, 1, 47, 47, 0, 1
41, 4, 90, 7, 42, 15, 48, 48, 0, 1
41, 0, 84, 5, 38, -7, 43, 45, 2, 1
40, 0, 83, 0, 38, 0, 43, 44, 2, 1
56, 0, 86, 0, 56, 11, 30, 29, 0, 1
55, 0, 87, 0, 54, -2, 32, 33, 2, 1
56, -1, 97, 0, 54, -4, 41, 42, 2, 1
56, 0, 77, 1, -2, -3, 21, 79, 58, 4
103, 5, 104, -1, 70, -2, 1, 35, 34, 5
56, 0, 86, 0, 54, -19, 30, 32, 2, 1
56, 1, 81, 0, -20, 0, 25, 102, 76, 4
47, -4, 84, -3, 46, 0, 38, 38, 0, 1
56, 0, 96, 0, 42, -28, 40, 55, 14, 4
59, 1, 86, 0, 56, -9, 28, 30, 2, 1
45, 4, 79, 0, 44, 0, 34, 35, 2, 1
41, 0, 97, 0, 38, -7, 56, 58, 2, 1
37, 0, 76, 0, 34, 6, 39, 43, 4, 1
56, 1, 96, 8, 52, 0, 40, 44, 4, 4
55, 0, 81, -6, -12, -3, 26, 94, 68, 4
37, 0, 77, 0, -18, -8, 40, 95, 54, 1
55, -2, 81, 0, 54, -8, 26, 27, 2, 1
42, 0, 81, 0, 42, 82, 39, 40, 0, 1
49, -4, 78, 0, 50, 2, 29, 29, 0, 1
44, 5, 81, 0, 44, 14, 37, 37, 0, 1
44, 0, 86, 3, 44, 4, 43, 42, 0, 1
37, -1, 77, -3, -20, 15, 41, 98, 58, 1
51, 0, 82, 0, 52, 27, 31, 30, 0, 1
46, -2, 77, 0, 46, 4, 32, 31, 0, 1
53, 2, 79, 0, 54, 4, 25, 24, 0, 1
56, 0, 95, 0, 44, 7, 40, 51, 12, 4
41, -2, 86, 0, 38, -22, 46, 48, 2, 1
37, 0, 95, 6, 10, 0, 58, 85, 28, 1
37, 0, 78, 0, -2, 24, 41, 81, 40, 1
37, 0, 97, 0, 36, -13, 60, 61, 2, 1
43, 0, 86, -4, 42, 0, 44, 45, 2, 1
42, -4, 108, 0, 42, 0, 65, 66, 2, 1
37, 0, 105, -3, 18, 0, 68, 87, 18, 1
45, -3, 87, 0, 44, -4, 42, 43, 2, 1
45, 1, 85, 5, 44, 0, 40, 41, 2, 1
55, 0, 96, 0, 54, 6, 41, 42, 2, 1
55, 0, 108, -5, 54, 0, 52, 53, 0, 1
55, 0, 98, 0, 52, 10, 42, 46, 4, 4
49, 0, 100, 0, 46, -12, 52, 54, 2, 1
47, 5, 83, 2, 46, 0, 36, 37, 0, 1
37, 0, 90, 0, 30, 5, 53, 59, 6, 1
53, -4, 77, 0, 54, 0, 25, 23, 0, 1
37, 0, 97, 1, 24, 11, 60, 74, 14, 1
39, 2, 81, 0, 38, 0, 43, 43, 0, 1
74, 8, 78, 10, -42, -2, 4, 122, 118, 5
49, 1, 79, 1, 46, -9, 30, 32, 2, 1
66, 0, 109, 0, 64, -19, 43, 45, 2, 1
44, 1, 77, 0, 42, -24, 33, 35, 2, 1
55, 0, 97, 0, 52, 11, 41, 45, 4, 4
44, 0, 81, 0, 44, 11, 37, 37, 0, 1
49, 1, 86, 0, 46, -1, 38, 40, 2, 1
